fields,supports,top100,top200,diff
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
cit2016 <= 107650.00 AND citPA2018 > 5.45,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
cit2016 <= 107650.00 AND citPA2018 > 5.45,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
pub2017 > 7940.00 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2017 > 7940.00 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2017 > 7940.00 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2018 > 8184.50 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2018 > 8184.50 AND citPA2016 <= 15.50,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
fwCitImp2017 > 2.05 AND pub2017 <= 7423.50,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
authors2018 <= 6722.50 AND citPA2018 > 5.45,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
pub2018 > 8184.50 AND cit2017 <= 89417.50,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
cit2016 > 107650.00 AND intCol2016 <= 37.45,"['0.17', '0.05']",0.17,0.05,0.12000000000000001
fwCitImp2017 > 2.05 AND pub2017 <= 7423.50,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
pub2017 > 7940.00 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2018 > 8184.50 AND citPA2018 <= 4.62,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
fwCitImp2017 > 2.05 AND cit2016 <= 118591.50,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
pub2017 > 7940.00 AND cit2017 <= 89417.50,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
cit2018 <= 35720.00 AND fwCitImp2017 > 2.05,"['0.17', '0.12']",0.17,0.12,0.05000000000000002
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
pub2017 > 7940.00 AND cit2017 <= 89417.50,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
cit2016 <= 107650.00 AND citPA2018 > 5.45,"['0.17', '0.13']",0.17,0.13,0.04000000000000001
cit2016 > 107650.00 AND intCol2016 <= 37.45,"['0.17', '0.05']",0.17,0.05,0.12000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
pub2018 > 8184.50 AND pubTCP2018 <= 20.45,"['0.17', '0.06']",0.17,0.06,0.11000000000000001
pub2016 > 7543.00 AND citPA2017 <= 9.68,"['0.17', '0.07']",0.17,0.07,0.1
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2017 <= 7940.00 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
citPA2017 <= 10.10 AND cit2016 > 107115.50,"['0.18', '0.04']",0.18,0.04,0.13999999999999999
pub2017 <= 7940.00 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 > 8184.50 AND intCol2017 <= 39.30,"['0.18', '0.06']",0.18,0.06,0.12
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 > 8184.50 AND intCol2017 <= 39.30,"['0.18', '0.06']",0.18,0.06,0.12
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2018 > 35720.00 AND acaCol2016 > 6.15,"['0.18', '0.00']",0.18,0.0,0.18
citPP2018 <= 4.05 AND cit2016 > 49108.50,"['0.18', '0.14']",0.18,0.14,0.03999999999999998
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
pub2017 <= 7940.00 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
citPP2018 <= 4.05 AND cit2017 > 33695.50,"['0.18', '0.14']",0.18,0.14,0.03999999999999998
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 > 8184.50 AND intCol2017 <= 39.30,"['0.18', '0.06']",0.18,0.06,0.12
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 > 8184.50 AND intCol2017 <= 39.30,"['0.18', '0.06']",0.18,0.06,0.12
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
pub2018 > 8184.50 AND intCol2017 <= 39.30,"['0.18', '0.06']",0.18,0.06,0.12
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2018 > 35720.00 AND acaCol2016 > 6.15,"['0.18', '0.00']",0.18,0.0,0.18
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2016 > 107650.00 AND intCol2018 <= 39.75,"['0.18', '0.05']",0.18,0.05,0.13
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND citPA2016 <= 15.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
cit2016 > 107650.00 AND intCol2017 <= 38.60,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2018 <= 43571.50,"['0.18', '0.07']",0.18,0.07,0.10999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2018 <= 8184.50 AND acaCol2018 > 6.75,"['0.18', '0.11']",0.18,0.11,0.06999999999999999
cit2017 > 75794.50 AND cit2018 <= 43571.50,"['0.18', '0.05']",0.18,0.05,0.13
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
fwCitImp2017 > 2.05 AND pub2018 <= 8082.50,"['0.19', '0.13']",0.19,0.13,0.06
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 <= 7543.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
authors2017 <= 7050.50 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
pub2016 <= 7543.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
citPA2017 <= 10.10 AND pub2017 > 7647.00,"['0.19', '0.07']",0.19,0.07,0.12
citPA2017 <= 10.10 AND pub2018 > 8034.00,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pubTCP2017 > 24.65 AND authors2018 > 7617.00,"['0.19', '0.00']",0.19,0.0,0.19
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 <= 7543.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
citPA2016 <= 14.79 AND intCol2016 <= 34.55,"['0.19', '0.13']",0.19,0.13,0.06
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2017 <= 7940.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
pub2018 <= 8184.50 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
authors2016 <= 6535.50 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
authors2017 <= 7050.50 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
citPA2017 <= 10.10 AND pub2016 > 7543.00,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pubTJP2017 > 47.65 AND pubTJP2017 <= 50.45,"['0.19', '0.00']",0.19,0.0,0.19
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
authors2016 <= 6535.50 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2017 <= 7940.00 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2017 <= 7940.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
pub2017 <= 7940.00 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
citPP2017 <= 10.15 AND h5Index > 167.50,"['0.19', '0.04']",0.19,0.04,0.15
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2017 <= 7940.00 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
authors2017 <= 7050.50 AND citPA2018 > 5.45,"['0.19', '0.13']",0.19,0.13,0.06
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 > 7543.00 AND cit2017 <= 89417.50,"['0.19', '0.07']",0.19,0.07,0.12
pub2016 <= 7543.00 AND fwCitImp2017 > 2.05,"['0.19', '0.13']",0.19,0.13,0.06
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2017 > 75794.50 AND cit2017 <= 89417.50,"['0.19', '0.05']",0.19,0.05,0.14
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
cit2018 > 35720.00 AND cit2018 <= 43571.50,"['0.19', '0.07']",0.19,0.07,0.12
pubTJP2017 > 47.65 AND pubTJP2017 <= 50.45,"['0.19', '0.00']",0.19,0.0,0.19
pub2016 > 7543.00 AND citPA2018 <= 4.62,"['0.19', '0.07']",0.19,0.07,0.12
pub2018 <= 8184.50 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2016 > 107650.00 AND pubPA2016 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2016 > 107650.00 AND pubPA2017 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
cit2016 > 107650.00 AND pubPA2018 > 1.07,"['0.20', '0.00']",0.2,0.0,0.2
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2016 > 107650.00 AND pubPA2016 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2016 > 107650.00 AND pubPA2018 > 1.07,"['0.20', '0.00']",0.2,0.0,0.2
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2017 > 7940.00 AND intCol2016 <= 39.65,"['0.20', '0.06']",0.2,0.06,0.14
cit2016 > 107650.00 AND pubPA2018 > 1.07,"['0.20', '0.00']",0.2,0.0,0.2
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2018 > 8184.50 AND pubTJP2017 <= 43.55,"['0.20', '0.06']",0.2,0.06,0.14
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
cit2016 > 107650.00 AND pubPA2018 > 1.07,"['0.20', '0.00']",0.2,0.0,0.2
cit2016 > 107650.00 AND pubPA2016 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2016 > 107650.00 AND pubPA2016 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
pub2018 > 8184.50 AND pubTJP2017 <= 43.55,"['0.20', '0.06']",0.2,0.06,0.14
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
cit2016 > 107650.00 AND pubPA2017 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
pub2018 > 8184.50 AND pubTJP2017 <= 43.55,"['0.20', '0.06']",0.2,0.06,0.14
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
pub2017 > 7940.00 AND intCol2016 <= 39.65,"['0.20', '0.06']",0.2,0.06,0.14
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2017 > 7940.00 AND pubTJP2017 <= 43.55,"['0.20', '0.06']",0.2,0.06,0.14
fwCitImp2017 > 2.05 AND authors2018 <= 7783.50,"['0.20', '0.13']",0.2,0.13,0.07
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
cit2016 > 107650.00 AND pubPA2017 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
cit2016 > 107650.00 AND pubPA2017 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
pub2017 > 7940.00 AND intCol2018 <= 41.80,"['0.20', '0.06']",0.2,0.06,0.14
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
cit2018 > 35720.00 AND cit2017 <= 89417.50,"['0.20', '0.07']",0.2,0.07,0.13
pub2018 <= 8184.50 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
pub2016 > 7543.00 AND pubTCP2018 <= 20.45,"['0.20', '0.07']",0.2,0.07,0.13
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01,"['0.20', '0.05']",0.2,0.05,0.15000000000000002
pub2016 <= 7543.00 AND citPA2018 > 5.45,"['0.20', '0.13']",0.2,0.13,0.07
cit2016 > 107650.00 AND pubPA2016 > 1.08,"['0.20', '0.00']",0.2,0.0,0.2
